Tweet,Username,Date
"JUST IN: Religious group Iglesia ni Cristo officially endorses to its members the candidacies of Ferdinand “Bongbong” Marcos Jr. & Sara Duterte-Carpio, INC-run Net25 reports.Marcos Jr. received INC’s bloc vote as VP in 2016 but lost to Leni Robredo.#Halalan2022",anjo_bagaoisan,5/3/2022
Some members of Iglesia ni Cristo (Church of Christ) publicly voiced their vote for Vice President Leni Robredo after the church known for block voting endorsed the Bongbong Marcos - Sara Duterte tandem. The move that could boot them out of the church. #Eleksyon2022 #Halalan2022,anthesguerra,5/4/2022
"Former Senator Bongbong Marcos retained his lead against VP Leni in the final Publicus Asia survey for this election period, 54-22.Meanwhile, in the VP race, Mayor Sara Duterte had the same fate; she currently leads Senator Kiko Pangilinan by 43 points, 59-16.#Halalan2022",halalan2k22,5/6/2022
"Ang final prediction ko for #Halalan2022 ay si LENI ROBREDO at SARA DUTERTE. Pero please, bilang kakampink ipanalo natin si Sen. KIKO PANGILINAN. #LeniKiko2022 #NoToRoSa",notourvpsara,5/4/2022
"VP LENI next na uupuan mo hindi na bangka, sa Malacañang na. 💪💪💗#LENIROBREDO #leni #lenirobredo #LeniKikoAllTheWay #leniangatsalahat #leni #lenikiko22 #lenikiko #lenirobredo2022 #VotePH #votevotevote #halalan2022 #angatbuhaylahat #pilipinas #philippines",JobPablo,5/1/2022
"Mindanao for LeniKiko!Ang Presidente: Leni RobredoBise Presidente: Kiko Pangilinan#AgusanIsPink #AgusanParaKayLeniKiko #LeniKiko2022 #LeniKikoAllTheWay#donbelleMagwawagi ang katotohanan#halalan2022May 9",laban1081,5/5/2022
"Presidential and vice-presidential inspired NFT! 🍄VOTE WISELY! https://opensea.io/collection/fungusverseMinted on Polygon. 1/1 non-generative, hand-drawn art! 💓#NFT #NFTMarketPH #LeniKiko #BBMSaraUNITEAM #Leni #BBM #IskoMoreno #pinglacson #pixel #Halalan2022 #Uniteam #KulayRosasAngBukas",Jijisaur,5/7/2022
"sa bawat Leni sa balota, dapat may Kiko na kasama 💗#LeniKiko#Halalan2022",lykhrysna,5/5/2022
"Another day of converting my friend to vote for Leni! #IpanaloNa10ParaSaLahat #LeniKikoAllTheWay2022 #LetLeniKikoLead 💖💚🍃💓🌸💯 PARA SA PILIPINAS 🇵🇭Don’t force them to vote for #LeniKiko, EDUCATE them 💪🏼🌷🌾 #Halalan2022",IWasRooting4,5/4/2022
"Malapit na ang May 9 .. let us all pray for clean peaceful elections and for #lenikiko to win with all od #TropangAngat senators! #Halalan2022 #GobyernongTapatAngatBuhayLahat Presidente Leni RobredoBise Presidente Kiko Pangilinan",elsiepooh,5/2/2022
"Happy Mother’s day PRESIDENT LENI 💗double celebration tayo mga mumsh para sa magiging nanay natin lahat simula May 9! #Halalan2022 SIGURADO NA SA LENIKIKOAngat Buhay Pilipino 🇵🇭#LeniKikoAllTheWay2022 #KulayRosasNaBukas #IpanaloNa10ToParaSaLahat#ILOILOisPink #CebuIsPink",hornydrift,5/3/2022
Kiko has to win alongside Leni. 💗🇵🇭🌷 #Halalan2022 #LeniKiko,candidlyariane,5/1/2022
"I'm telling you, telling you, There's so much moreeeee than what you've settled for! It's Now or Never! https://youtu.be/m9ckFrZwejA miss you @TheRansomCMusicLeni-Kiko to a brand new start! #LeniLiwanagSaDilim #LeniKiko #Halalan2022",mellowjii,5/4/2022
#SOLIDBBMSARA #BBM2022 #BBMSARA2022 #Halalan2022 I respect yours and u respect mine ✌️👊💚❤️,snsnspmcy,5/4/2022
💚❤️✌️🇵🇭PILILINAS DEFINITELY 🙏 @felipsuperior #FELIP #FELIPcomeback #FELIP2ndsingle,miss_aurelio2,5/4/2022
Slayyyy close your gdm to avoid death threat po,soyaa_LadyDior,5/5/2022
tama behavior❤💚 #Halalan2022,CharlesKim624,5/5/2022
"Whoever of you two wins, may you be a good leader of the country. Godbless u both po !! 🌸❤️. #BBM2022 #LeniRobredo",_simpforjjk,5/6/2022
LOOK | Victory inevitable for BBM-Sara as all April and May surveys show landslide win for the UniTeam tandem. #UniTeamBBMSara #BBM2022,1stylemomsi,5/7/2022
Not Anji Related❗ Hindi pa botante for BBM - Sara ❤️💚 We still have the right to give our opinion about presidential candidates even though we can't still vote. Makiki - isa sa pagbangon muli,rexzellmuego,5/4/2022
"""I learned from the best. There is nobody who would disagree that Marcos was a good leader, leader of men. He saw himself as a builder of the nation.""",harrold30,5/5/2022
"BTS changed my life, and i believe BMM&SARA can change our county too! ❤️💚",chimsVV,5/4/2022
"Sorry for being IA today. The Philippine Election 2022 is approaching, and since we can't still vote, the only thing we can do right now is to campaign for Leni. We just finished stapling and printing materials and will do an H2H campaign tomorrow. #Halalan2022",estetikgyu,5/5/2022
"Alam nyo kakampinks, kasalanan nyo yan. Kung di nyo pinagduldulan sa amin si Leni, na obvious bang hate na hate namin, edi sana di kami nagsiksikan lahat kay BBM. Kasi believe it or not, most of us are not Marcos loyalists. Just so happened na sukang suka kami sa LP. Good luck!",QMotherGothel,5/3/2022
"Workers chant, ‘BBM’ and ‘Panalo ka na,’ as Bongbong Marcos delivers closing remarks at TUCP ‘Labor Day’ town hall meeting.The TUCP is officially endorsing the #Halalan2022 bid of Marcos and running mate, Mayor Sara Duterte.",InaReformina,5/1/2022
"⠀⠀JOLLINATION FOR LENI - KIKO!⠀⠀8 days left before #Halalan2022⠀⠀Do your research, vote for candidates ⠀⠀we can all be proud of.⠀⠀⠀#LeniKiko2022⠀⠀#IpanaloNa10To⠀⠀⠀#LeniKikoAllTheWay⠀⠀#KulayRosasAngBukas",J0LLIBASE,5/1/2022
"Alongside Nica del Rosario, Vice Ganda performed ""Rosas"" and also greeted Vice President Leni Robredo ""Happy Mothers' Day."" #Halalan2022 | via @josiahvantonio",ABSCBNNews,5/7/2022
"LOOK | Three days before #Halalan2022, Alabel Youth for Leni conducted ""Pink Walk"" around Poblacion, Alabel, today, May 6.",writingreymark,5/6/2022
"Anyone with extra Leni-Kiko ballers, arm sleeves, and other collaterals? 😅 We need reinforcements lang po sana for our palugaw along Pedro Gil St. Naubos na ang 200+ and 4 kalderos of lugaw 🙌🏽DM please. Thank you very much! #LeniKiko2022 #ipanalona10parasalahat #Halalan2022",cjtagal,5/5/2022
"⠀⠀ESQUIRE FOR LENI-KIKO 🌷🎀⠀⠀7 days left before #Halalan2022 ⠀⠀——— Do your research, vote for candidates we can all be proud of.⠀⠀⠀#LeniKiko2022⠀⠀#IpanaloNa10To⠀⠀⠀#LeniKikoAllTheWay⠀⠀#KulayRosasAngBukas",FDRCArchive,5/2/2022
"Real unity': Rival schools join hands behind Leni, Kiko #Halalan2022",ABSCBNNews,5/7/2022
"Leni already finished up their speech and rally while UniTeam senators are still speaking. I have a huge hunch that the BBM-Sara crew behind the scenes are timing for something BIG.#BBMSARA2022 #LENIKIKO2022 #MitingDeAvance #PHVote #Eleksyon2022 #Halalan2022",malcolm_reddick,5/7/2022
"OPM singer Moira dela Torre performs her original song ""Ipanalo Natin 'To"" inspired by Leni Robredo's tag line. #Halalan2022 | via @josiahvantonio",ABSCBNNews,5/7/2022
"#Halalan2022 Vice presidential aspirant Rizalito David throws his support to VP Leni Robredo's presidency, saying that he believes she will win against the Marcos-Duterte tandem.Related story: https://news.abs-cbn.com/news/05/06/22/rizalito-david-endorses-leni-robredo-for-president",ANCALERTS,5/6/2022
"1st step: Vote and let Leni-Kiko, Neri, and all better senatoriables win.2nd step: Guard and defend our votes.3rd step: Help ensure Leni-Kiko's pledges today of permanent jobs, higher wages, and better life for workers and Filipinos materialize.#Halalan2022 #LeniKiko2022",marini_eri9,5/1/2022
"THE RONAS ARE PINK !! 🌷🌸Few more days left before #Halalan2022 and I hope everyone knows who we need to vote for. Kay Leni-Kiko tayo!#LeniKiko2022#IpanaloNa10To⠀#LeniKikoAllTheWay #KulayRosasAngBukas",azielgrant,5/2/2022
"Leni Robredo speaking atm at the Araneta Coliseum, pledging better working condition, permanent jobs, and higher wage for Filipino workers. #Halalan2022",marini_eri9,5/1/2022
"Magsaysay situation as of 8PM, the night before VP Leni's last grand rally in her hometown and bailiwick Naga CityLarge crowds already pouring in to watch rehearsals#Halalan2022#LeniKiko2022 #KulayRosasAngBukas",tisa_nacional,5/5/2022
"Since 9 October 2021, Vice President Leni Robredo has visited 68/81 provinces, 103/146 cities, and 132/1,488 municipalities.Last 2 May, Robredo visited the provinces of Abra, Kalinga, and Benguet in the Cordilleras, splashing Northern Luzon with more pink. #Halalan2022",EnzoDeBorja,5/5/2022
"#Halalan2022 Vice presidential aspirant Rizalito David throws his support to VP Leni Robredo's presidency, saying that he believes she will win against the Marcos-Duterte tandem.Related story: https://news.abs-cbn.com/news/05/06/22/rizalito-david-endorses-leni-robredo-for-president",ABSCBNNews,5/6/2022
"We're in the endgame now.Vice President Leni Robredo visited four provinces, three cities, and four municipalities during her whirlwind tour of Western Visayas earlier today. Robredo has spent 71 days on the campaign trail since 8 Feb 2022. #Ipana10NatinParaSaLahat #Halalan2022",EnzoDeBorja,5/3/2022
"Gelo Ponon, a former basher of VP @lenirobredo, said he has switched to Leni after doing his research. He now actively campaigns for Robredo and is present now at the Miting de Avance. #Halalan2022",JervisManahan,5/7/2022
"WE CANT AFFORD ANOTHER 6 YEARS OF CORRUPT PRESIDENCY! We need to prove Pulse Asia’s falsity! Despite of record-breaking rallies talagang nabawasan pa si VP Leni Robredo ng one point? There’s something wrong. #BaguioIsPink#LeniKikoAllTheWay #Halalan2022",jayaustriaa,5/2/2022
All hands on deck. No time to waste. Leni-Kiko all the way with the Akbayan youth Mis Or. Laban! 💪🌹💐 #LetLeniKikoLead2022 #MisOrforLeniKiko #Mindanaonaman #Halalan2022,iamMindanao89,5/3/2022
"LOOK: As it starts to get dark in Iloilo City, Ilonggo 'Kakampinks' light their torches for the Kasanag Walk for Leni-Kiko.
#Halalan2022 #PHVote #WeDecide @rapplerdotcom
@MovePH",au_rielle,5/7/2022
"For the first time in history, University of Baguio, University of Cordilleras and St. Louis University came out and publicly announced their support for Leni-Kiko tandem this #Halalan2022.
#BaguioIsPink",filaner05,5/2/2022
"Moonstar88 performs their own rendition of ""Rosas,"" one of the songs for the Leni-Kiko campaign. #Halalan2022 | @ABSCBNNews",josiahvantonio,5/7/2022
The Miting De Avance of Leni in Makati on May 7 may just be her FAREWELL PARTY already. Every color is welcome daw. So sad to see her leave politics and go home to NAGA after May 9. WALA NG BALAHURA SA GOBYERNO NI PRRD. #Halalan2022 MANANALO TAYO.,RyanRZambrano,5/5/2022
"Sa #GobyernongTapat, tiyak na #AngatBuhayLahat. The UPV CAS SC officially endorses the Leni-Kiko tandem for #Halalan2022 See full post at: https://m.facebook.com/story.php?story_fbid=3287026908193893&id=1511710965725505#IpanaloNa10ToParaSaLahat#LeniKiko2022#OneCAS#ServeThePeople",UPVCASSC,5/3/2022
Some members of Iglesia ni Cristo (Church of Christ) publicly voiced their vote for Vice President Leni Robredo after the church known for block voting endorsed the Bongbong Marcos - Sara Duterte tandem. The move that could boot them out of the church. #Eleksyon2022 #Halalan2022,anthesguerra,5/4/2022
"Serious Question: What policies do Leni Robredo & Bongbong Marcos have that's different from each other? Besides going after the alleged Marcos ill-gotten wealth. That's a given.#Halalan2022 #LeniKiko2022 #BBMSARA2022",toughlove48,5/2/2022
"“Wala tayong dahilan na iboto si Bongbong Marcos!” - Kalinga leader #TakderKordiI wish I caught his name! Also, grabe ang kultura ng Pilipinas, sobrang salamat sa Leni-Kiko movement sa pag-showcase nito 🤟#LeniKikoAllTheWay2022 #Halalan2022",attillah_AMBA,5/2/2022
#ABSCBNFactCheck: Hindi totoong dinaya ni VP Leni Robredo si Bongbong Marcos noong 2016 #Halalan2022 #FactsFirstPH #TsekPH https://news.abs-cbn.com/spotlight/05/05/22/fact-check-hindi-totoong-dinaya-ni-vp-leni-robredo-si-bongbong-marcos-noong-2016,DZMMTeleRadyo,5/5/2022
"Isang linggo bago ang #Halalan2022 , si Ferdinand ""Bongbong"" Marcos Jr. pa rin ang nangunguna sa presidential survey ng Pulse Asia at pumapangalawa naman si Vice President Leni Robredo. Samantala, naungusan naman ni Sen. Manny Pacquiao si Manila Mayor Isko Moreno Domagoso.",ZandroOchona,5/2/2022
"PAPUNTA NA SILAAAA!!#unithieves #kulayrosasangbukas #kakampinc #katoliko #lenikikoalltheway2022 #babym #lenirobredo #kiko #lenslide Angat Buhay Lahat #Pilipinas #Iglesia #Magnanakaw #Marcos #Uniteam #DocTricia #AngatletasaAraneta #halalan2022 #magnanakaw #LeniLiwanagSaDilim",veganvetph,5/4/2022
Ferdinand Marcos Jr. ang susunod na pangulo ng Republika ng Pilipinas !!!! stay mad bitches don't yall worry we got this victory whatever u say or do it's pointless to us legit voters we all decided we know who to vote stay bitter !!! #bardagulan #Halalan2022,babym_31,5/6/2022
"What sort of a ""golden age"" was the martial law regime of Ferdinand Marcos?#MartialLaw #NeverAgain #Halalan2022 #BongbongMarcos",josephscalice,5/6/2022
"Ferdinand Marcos Sr. is the only MARCOS that WE WANTED BACK in Malacanang and not the junior one.#WeDecide #Halalan2022 #PHVote #VotePH #Desisyon2022",NoShoestofill,5/7/2022
"the book The Conjugal Dictatorship was written by Primitivo Mijares, who is the one who endorsed Ferdinand Marcos Sr to be the next president of the Philippines by that time. #HALALAN2022",graesgyu,5/5/2022
"In the 1965, 1969 & 1981 Presidential Elections the INC endorsed then the late Former President Ferdinand Marcos & it was recorded as the highest pres result in terms of # of voters.So it doesn't come as a shock if they are now endorsing #BBM #Fact #Halalan2022",Curls_yammy,5/3/2022
"""Nasan ang #resibo?!""
Ito na po, in Ferdinand Marcos' own handwriting. Image from: https://theguardian.com/world/2016/may/07/10bn-dollar-question-marcos-millions-nick-davies
#Halalan2022 #BoBotoKaNgMagnanakaw",trafficlikeme,5/7/2022
Ferdinand Marcos Jr. ang susunod na pangulo ng Republika ng Pilipinas !!!! stay mad bitches don't yall worry we got this victory whatever u say or do it's pointless to us legit voters we all decided we know who to vote stay bitter !!! #bardagulan #Halalan2022,babym_31,5/6/2022
"6 days before #Halalan2022 #Election2022In 1985, President Ferdinand Marcos, Sr. called for a snap election. The Bishops-Businessmen’s Conference for Human Development (BBC) found 52 percent of Filipinos would still vote for Marcos. https://history-ph.blogspot.com/2016/11/marcos-pa-rin-winner-of-1986-philippine.html#FilipinoHistorian",historyphils,5/3/2022
