Tweet,Date,Period
how come wala paring nangyayari when the election results are clearly RIGGED bakit ganon tangina mag bubulag bulagan nalang ba THE EVIDENCES ARE SO CLEAR ANUNA PILIPINAS hashtagEleksyon2022,5/11/2022,POST
Uhm Uhm 2nd night down na hirap matulog 5 years and 363 days to go hashtagHalalanResults2022 hashtagEleksyon2022 hashtagLeniLiwanagSaDilim cutie hashtagkakampinkConnect hashtagHelp hashtagNeverForget,5/11/2022,POST
Wag mong ipagyabang ang tinta sa iyong daliri kung magnanakaw ang iyong pinili hashtagHalalanResults hashtagEleksyon2022,5/11/2022,POST
THIS EDIT THO hashtagHalalanPH2022 hashtagEleksyon2022,5/11/2022,POST
Hey what would it take for this to be the unofficial hashtagFilipino national anthem after our countrys recent corrupted elections hashtagEleksyon2022 hashtagHalalan2022 hashtagUprising hashtagRevolution hashtagResistance hashtagMartialLaw hashtagPPCRV hashtagEDSA2022 hashtagNeverAgain,5/11/2022,POST
hashtagEleksyon2022 hashtagrightofsuffrage,5/11/2022,POST
If I told my 15 year old self that in the 2022 Elections Robin Padilla ran for senator and was actually winning shed piss her pants from wheezing too hard skull skull skull skull hashtagLeniKikoAllTheWay2022 hashtagEleksyon2022,5/11/2022,POST
Fun fact Jinggoy Estrada received more votes than Leni Robredo 🤮 🤮 🤮 Ano na Pinas Pero sana mali kami at tama kayo Lets see what will happen in the next six years hashtagHalalanPH2022 hashtagEleksyon2022,5/11/2022,POST
Is this guy even serious Walang nagawa si atty as a lawyer This guy is an example of a Fanatic hashtagEleksyon2022,5/11/2022,POST
Now you folks know how DIRTY their kind play bbm digong Its so low ang tanong kaya mo bang ibaba ang pagkatao mo sa ganun kababa hashtagEleksyon2022 Pilipinas Kong Mahal huhuhu,5/11/2022,POST
COMELECs tagline doesnt seem to fit this 2022 election 😒 hashtagHalalan2022 hashtagEleksyon2022,5/11/2022,POST
Anyone watching Attack On Titan Heres the deal As revealed one of the reasons people kept getting eaten by the Titans was that the ability held by the royal family kept erasing their memories Hence they kept forgetting and repeating history Sounds familiar ✌️ hashtagEleksyon2022,5/11/2022,POST
hashtagEleksyon2022 hashtagHalalanPH2022 Maraming salamat VP Hindi ko man maipaliwanag ang nararamdan ko ngayon alam ko na ito ang tanging pagkakataon na nagalab nang matindi ang apoy ng pagmamahal sa bayan dahil sa hashtagPAGTINDIG mo Mahirap Masakit Mailalaban,5/11/2022,POST
TAPOS NA MAY NANALO NA MOVE ON NA GOOD LUCK TO ALL OF US FOR THE NEXT 6 YEARS TO COME WE WILL GET EXACTLY WHAT WE VOTED FOR THE APPLE DOESNT FALL FROM THE TREE ✌️ Philippines VOX POPULI VOX DEI hashtagBilangPilipino2022 hashtagEleksyon2022 hashtagAngatBuhayPilipino,5/11/2022,POST
My therapy and coping mech nowadays reporting hateful tweets blocking troll accounts hashtagEleksyon2022,5/11/2022,POST
I will remember this hashtagHalalan2022 hashtagEleksyon2022,5/11/2022,POST
MAS LALONG YAYAMAN ANG MGA TROLLS NG UNITHIEVES KAWAWANG PEDRO AT JUAN hashtagEleksyon2022,5/11/2022,POST
Gagoo Akala ko may bagong Celebrity Edition ang PBB hashtagEleksyon2022 pala ampota,5/11/2022,POST
Can someone do a set of baseline data by the end of Duterte administration Ano ba mga indicators Sorry hindi ako maalam sa ganyan Lets be objective hashtagEleksyon2022 hashtagHalalanResults,5/11/2022,POST
Wow More than half hashtagEleksyon2022 hashtagLetLeniConcede,5/11/2022,POST
hashtagEleksyon2022 Mga nanalong kandidato sa Eleksyon 2022 sa Caloocan City naiproklama na via,5/11/2022,POST
Yun lang thank you and God Bless 😊 Take note Di ako nagparehistro So wala ng notion na support ako kay BBM or VPL hashtagHalalan2022 hashtagEleksyon2022,5/11/2022,POST
Every Filipino should watch this short video about Martial Law Esp the younger generation The killings and torture were very real Disinformation and historical revisionism in social media will get worse from now Save your history books and records hashtagEleksyon2022 hashtagPhilippines,5/11/2022,POST
When you demand for respect make sure you earn it If you voted for someone who is part of a family that plundered the country a tax evader a liar etc respect will never be granted You never earned it hashtagEleksyon2022 hashtageleksyon2022ph,5/11/2022,POST
Why do people think that if youre a FILIPINO ARTIST doing COMMS youre automatically branded as a BBM SUPPORTER Make it make sense hashtagEleksyon2022 hashtagSupportArtists,5/11/2022,POST
33 however this blind patronage system has to stopped the marginalized must realize that they dont let themselves to be used and abused forever hashtagEleksyon2022,5/11/2022,POST
23 nut when its election time it seems a portion of this sector prefers to receive dole outs instead of helping themselves to be selfsustaining hashtagEleksyon2022,5/11/2022,POST
NAKAKAKILABOT NAKAKADIRI NAKAKASUKA NAKAKAHIYA NAKAKADISMAYA NAPAKDUMI SA GITNA NG PANDEMYA NAKUHA PANG MANDAYA hashtagNoToMarcosDuterte2022 hashtagEleksyon2022 hashtagPhilippineElections2022,5/11/2022,POST
13 after reading tweets how the other provinces voted this time just felt sorry for VP leni robredo she only has pure intentions she wants to empower the marginalized sector of the country hashtagEleksyon2022,5/11/2022,POST
I love their enthusiasm bout this hashtagEleksyon2022 but I think its way too far from what is appropriate You can keep your ideals with you shut the fck up and have a good day Stop wasting time proving your ideas and conviction bout your beloved candidate agains those who refuse,5/11/2022,POST
hashtagEleksyon2022 2 na lang pwede na ba Chariz 🐯 eagle Philippines 💚 ❤️ trophy,5/11/2022,POST
abs and gma ano ba gusto nyo mangyare sa bansa natin Bkt puro pansariling interes lang Kung hindi pagbaba ng stocks na normal naman kahit sa ibang bansa din lakas maka issue Tapos isasabay pa si Sri Lanka WTH Gusto niyo ba mgka anxiety lahat ng tao 🤬 hashtagEleksyon2022,5/11/2022,POST
Isa isa pong binibilang ng ang ating votes as per the receipts It will be a long fight Lets cheer on the staff volunteers and pray for their safety Lets hope we will be given the correct results we deserve hashtagProtectPPCRV hashtagPPCRV hashtagEleksyon2022 hashtagHalalanPH2022,5/11/2022,POST
Grabe KaTOXIC mga pinklawan sige ngawngaw Record breaking pang Guiness World Record Kakarindi amp Feeling mga nasa taas totoo nga sabi ni Yorme mga matapobre Haist hashtagHalalanResults hashtagEleksyon2022,5/11/2022,POST
As I said before CM Morad endorsement would not make Leni win in BARMM hashtagEleksyon2022,5/11/2022,POST
Victory ni Bbm pinaguusapan Ms Mel hindi ung talunan nyong pambato hashtagGMAbias hashtagEleksyon2022 hashtagMeltiangco hashtagSerbisyongPinklawanLamang,5/11/2022,POST
Radikal ang magmahal pero pasensyahan na po 😀 hashtagEleksyon2022 hashtagrobinpadildo,5/11/2022,POST
ianalyze na lang po natin sa lab class kung pasok sa 79 standard yung indelible ink na ginamit sa hashtagEleksyon2022 kase ang bilis matanggal ☺️ baka kase pati indelible ink na lang e may anomalya pa e,5/11/2022,POST
February 25 People Power Anniversary and August 21 Ninoy Aquino Day will be the most awkward holiday for the next 6 years Philippines hashtagEleksyon2022 hashtagPHElections2022 hashtagPeoplePowerAnniversary hashtagNinoyAquinoDay,5/11/2022,POST
BBM GOT 8M PLUS VOTES FROM THE NORTH SOLID NORTH IS REAL YALL hashtagEleksyon2022 hashtagBBMFORPRESIDENT2022,5/11/2022,POST
Tapos na eleksyon ses Ano pa nginangawa nyo hashtagEleksyon2022 hashtagHatolNgBayan2022,5/11/2022,POST
Truly torn apart between giving in to my anger and sadness or keep up the radical love and hope in me Dito ko narealize that Leni Kikos campaign and rallies with kakampinks taught me that I am capable of loving and hoping for a better future of this country hashtagEleksyon2022,5/11/2022,POST
2010 pa daw yung mga vcms kaya pumalya at nagkaaberya :upsidedown_face: 2022 na ngayon 🤨 Sana okay lang kayo comelec 🤣 hashtagEleksyon2022 hashtagHatolNgBayan2022 hashtagCOMELEC,5/11/2022,POST
Sir we are still waiting hashtagElection2022PH hashtagELEKSYON2022 hashtagKakampink hashtagLeniKiko Quote Barry Gutierr,5/11/2022,POST
We can accept that we lost but we cannot accept the CHILDISH way in which these people treated this election hashtagEleksyon2022,5/11/2022,POST
I am for our country hashtagEleksyon2022,5/11/2022,POST
Sabi sa inyo napagiwanan ng panahon mga ito eh nasa year 1986 pa din sila tayo papunta na sa future kaya nga walang asenso ang Pilipinas dahil sa mga dakilang panggulo na gaya nila Aktisbistang NPA salot sa lipunan hashtagHalalanResults hashtagEleksyon2022 hashtagMarcosDuterte2022,5/11/2022,POST
Brigadier General Bernard M Banac Regional Director of the Police Regional Office VIII expresses his gratitude to all those who offered support throughout the entire election period hashtagHatolNgBayan2022 hashtagEleksyon2022 hashtagNLE2022 hashtagInformInformInform,5/11/2022,POST
Lenis camp missed to genuinely empathize with the social and emotional sentiments of the masa to gain their trust This is why Cory and PNoy won They had the heart of the mass thru emotion and sympathy Yet its also the reason they decided to go for Du30 hashtagEleksyon2022,5/11/2022,POST
Friends tuloy ang buhay Hindi sa election natatapos ang lahat we can make a difference within ourselves 💯 🙏 hashtagEleksyon2022,5/11/2022,POST
hashtagEleksyon2022 Several NCR mayors district representatives proclaimed,5/11/2022,POST
ayoko umiyak ng wala pang official results pero yung kaba ko is overwhelming hashtagEleksyon2022,5/11/2022,POST
hashtagEleksyon2022 hashtagFarmers in the hashtagPhilippines will continue fighting for the peoples democratic legitimate rights,5/11/2022,POST
DETALYE Mga militante at kabataang sumugod at tinangkang makalapit sa tanggapan ng sa Intramuros Maynila kahapon nagsagawa na lang ng programa sa Liwasang Bonifacio sa Maynila hashtagEleksyon2022 via,5/11/2022,POST
Let me point this out from my thoughts Why do you believe in someone who speaks lies more than the one with evidence Why are u not listening to the ones who are aware and listen to the fake since lies satisfy you more than the truth hashtagEleksyon2022,5/11/2022,POST
hashtagEleksyon2022 Several local candidates in Metro Manila have been proclaimed winners by the Commission on Elections,5/11/2022,POST
Asan na kaya yun nagsabi sa akin ng Let Me Educate You Nagluto kasi ako ng adobo bigyan ko siya 💜 Philippines 💜 Inunfriend na ata ako 😎 hashtagEleksyon2022,5/11/2022,POST
hashtagPhilippineElections2022 hashtagElections2022PH hashtagEleksyon2022 hashtagPhilippines,5/11/2022,POST
thank you sa inyong lahat walang move on sa pamilyang ito hashtagLabanLeni hashtagChelKaLang hashtagEleksyon2022,5/11/2022,POST
Congrats to all winners 👏 hashtagEleksyon2022 hashtagWinners,5/11/2022,POST
hashtagEleksyon2022 Presidential candidate Senator Emmanuel Manny Pacquiao has admitted defeat a day after the 2022 May 9 polls,5/11/2022,POST
THANK GOD most of my twitter feed is filled with hashtagMarvel content Everything trending in my country is about hashtagEleksyon2022 and its just,5/11/2022,POST
Me rn Goodluck Philippines hashtagEleksyon2022 hashtagPhilippineElections2022,5/11/2022,POST
Matutulog na sana ko when I saw this sorry but this is just wrong and I cant help myself knowing na teacher siya hashtagEleksyon2022 hashtagElections2022,5/11/2022,POST
Are we to rehire every corrupt political dynasty just because weve sincerely given up as a nation that there could be no one better than to govern our country hashtagEleksyon2022 hashtagPhilippineElections2022,5/11/2022,POST
My heart is breaking But I am a teacher afterall and I must teach Now More than ever hashtagEleksyon2022,5/11/2022,POST
Sana hindi kayo nagkamali ng pinili hashtagEleksyon2022,5/11/2022,POST
Oh My Philippines have you gone down this far hashtagEleksyon2022,5/11/2022,POST
Only the young by Taylor swift matches PH right now hashtagEleksyon2022,5/11/2022,POST
Ngayon pa lang magdasal na tayo Marami tayo need i advance na blessing at salvation m bago maging pangulo si Marcos Jr magsalita na tayo namg magsalita We never know how long our freedoms last hashtagEleksyon2022,5/11/2022,POST
Sa 970 outputs or 194 students di naman lahat magppasa niyan kadalasan lagpas kalahati Extra effort nalang to reach out sa bataparents para sabihang mag submit Pinilit ko mag check kahit wala akong gana Unmotivated Hopeless Stress Frustrated Angry DAHIL SA hashtagEleksyon2022,5/11/2022,POST
paano yan Rappler sino ngayon ang false hashtagEleksyon2022,5/11/2022,POST
Mawalang galang na pero tanong lang Bakit andaming capable na tao ang sinayang ngayong hashtagEleksyon2022,5/11/2022,POST
Sobrang nakakahinayang pa rin hanggang ngayon si Chel Diokno this country doesnt deserve him 😔 hashtagPHVote hashtagEleksyon2022 hashtagChelDiokno hashtagPHVoteResults,5/11/2022,POST
salamat yorme I have no regrets choosing you as my president ☝🏻 hashtagGodFirst hashtagEleksyon2022,5/11/2022,POST
Raymond Roderick Bobby Dennis bigo Arjo Yul Angelu Aiko Jhong Alfred namayani hashtagTunayNaTabloidista hashtagAbanteShowbiz hashtagBO2KO2 hashtagAbantePilipinas hashtagHalalan2022 hashtagEleksyon2022,5/11/2022,POST
ang namulat di na muling pipikit tumindig hindi pa tapos ang laban hashtagEleksyon2022,5/11/2022,POST
Parang antagal nang nangyari 1 araw palang pala ang nakalipas hashtagEleksyon2022,5/11/2022,POST
This is not bns related but allow me to grieve Almost everything now about this hashtagEleksyon2022 pains me to the core And I will never forget,5/11/2022,POST
Good morning indeed Whats for breakfast Sarap pala ng mga morally upright and educated noh hashtagEleksyon2022,5/11/2022,POST
Cutely places this here 💅 hashtagEleksyon2022 hashtagLeniKikoAllTheWay hashtagCHELdren hashtagTitindigParaSaPilipinas,5/11/2022,POST
At the end of the day wag nating idepende ang kapalaran ng ating buhay sa mga nanalo sa eleksyon kesyo BBM ka man or Leni supporter Its still your obligation to work hard and strive for your dreams Hindi sila ang magtatrabaho para sayo para sa pamilya mo hashtagEleksyon2022,5/11/2022,POST
we must cleanse this once and for all push back era now 💗 Philippines hashtagEleksyon2022,5/11/2022,POST
Putangnaaaa ang daming nalabas na ebidensya Ang daming illegal anomalya pinagbabawal at ireegularities Tangna lang hashtagHalalan2022 hashtagELEKSYON2022,5/11/2022,POST
Ang sarap maging Ilocano at kumain ng dinakdakan right now ✌️ hashtagEleksyon2022 hashtagbongbongmarcos hashtagBBMSARA2022,5/11/2022,POST
TAMA NA TIGIL NA MAY HUSGA NA ❤️ 💚 hashtagBBMSaraUNITEAM hashtagEleksyon2022,5/11/2022,POST
👏 👏 👏 huwag niyo hanapan pa ng quotes para itwist pa Your choices reflects your values Period hashtagLeni hashtagEleksyon2022 hashtagElection2022PH,5/11/2022,POST
I cant even dare to look at the partial counts anymore 30M vs 14M yuck sobrang basura talaga hashtagEleksyon2022,5/11/2022,POST
any countries adopting hashtagPHVoteResults hashtagEleksyon2022,5/11/2022,POST
baliktrabaho matapos tanggapin ang pagkatalo sa VP race sa hashtagEleksyon2022,5/11/2022,POST
How will hashtagEleksyon2022 impact the trajectory of the drug war in the Philippines Read our report on key shifts in the violence since 2016,5/11/2022,POST
30M kayo ngayon kami 14M habang buhay hashtagEleksyon2022,5/11/2022,POST
To Madam VPLeni we still appreciate your effort for being a mother of our country for the past six years Im a BBM supporters but I still respect and appreciate ur effort madam hashtagEleksyon2022 hashtagBBMIsMyPresident2022 hashtagLeni,5/11/2022,POST
mga kapuso uuwi na po ako house hashtagEleksyon2022,5/11/2022,POST
Crying right now For my family members who chose to support a thief despite being 100 Catholic For my country with an incoming leader who is known worldwide as the son of a dictator the son who cant denounce the sins of his kin Seriously tired but Ill fight hashtagEleksyon2022,5/11/2022,POST
Dr David of OCTA Research People favors continuity rather than change hashtagElections2022PH hashtagEleksyon2022,5/11/2022,POST
hashtagBREAKING As of 1132pm narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9817 hashtagEleksyon2022 Para sa buong resulta bisitahin ang,5/11/2022,POST
30M people Some of it are victims of fake news and disinformation some of it are just plain stupid However we cannot deny all the onground frauds that happened Vote buying trolls filled ballots being left in the hands of poll workers hashtagEleksyon2022,5/11/2022,POST
you want rich people to pay higher taxes YET you are ok with a president who doesnt pay taxes MAKE IT MAKE SENSE Philippines 🤷 hashtagEleksyon2022,5/11/2022,POST
Kakampink fanatics pa mandin ang pinakagawas magpander sa elitismo at mayayaman Sabay magmumukhang jolog lang pala sa bandang huli 🤣 Play stupid games Win stupid prizes hashtagEleksyon2022,5/12/2022,POST
all these horrifying trends then theres that BBM x Micheal Jordan feat Nutribun myth LMFAO hashtagEleksyon2022 hashtagnutribun,5/12/2022,POST
Why you guys cant accept defeat 🥴 Youre all irritating 🙄 Kahit na mag election ulit si BBM parin Naman Ang mananalo 🤗 Nagising na Ang mga Pilipino sa katotohanan mga Dilawan 😏 hashtageleksyon2022 hashtagElection2022PH,5/12/2022,POST
Political Dynasty will never die if we Filipinos will always vote for those family names hashtagEleksyon2022 hashtagNoToMarcosDuterte2022,5/12/2022,POST
Lets leave them alone to go through their denial and anger stages while we savour our victory hashtagHalalanResults hashtagEleksyon2022,5/12/2022,POST
Mabuhay Philippines hashtagEleksyon2022 hashtagPhilippines,5/12/2022,POST
Ang ironic how people say na mag concede na because this is a democratic country but elected those who once took that democracy from us 🤷‍♀️ hashtagEleksyon2022,5/12/2022,POST
HEADLINES Mababasa sa pahayagan ng Bulgar ngayong araw ng Huwebes May 12 2022 Maging updated hashtagheadlines2022 hashtagbulgar hashtagBulgaronline hashtagELEKSYON2022,5/12/2022,POST
Police officers arrested seven suspects for allegedly mauling a Board of Election Inspectors chairman and two poll watchers inside an election precinct in Datu Piang Maguindanao on hashtagEleksyon2022,5/12/2022,POST
Iisang posisyon pinag aagawan Nahhati nman ang Pilipinas sa 3 Luzon Visayas Mindanao Baket di na lang yung 2 pa nangunguna sa botohan ilagay sa Visayas at Mindanao Para sila ngayun ang gawing kinatawan Para di lang Luzon ang naunlad hashtagEleksyon2022 hashtagHalalan2022,5/12/2022,POST
hashtagBREAKING As of 532am May 12 2022 narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9835 hashtagEleksyon2022 Para sa buong resulta bisitahin ang,5/12/2022,POST
Groupwork yarn 🤣 hashtagEleksyon2022,5/12/2022,POST
hashtagEleksyon2022 As of 502 am May 12 2022 narito ang partial and unofficial results ng presidential vice presidential at senatorial races mula sa COMELEC Transparency Media Server Total ERs processed 9835 Para sa kabuuang resulta magtungo sa,5/12/2022,POST
Hawak man nila ang kapangyarihan para idikta ang dapat maupo sa puso ng maraming Pilipino Ikaw ang aming Pangulo Lumaban mg patas at patuloy na magsisilbi ng tapat Maraming salamat hashtagLeniRobredo hashtagEleksyon2022 hashtagPhilippineElections2022 hashtagPhilippines hashtagPPCRV,5/12/2022,POST
hashtagEleksyon2022 As of 432 am May 12 2022 Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9835 via,5/12/2022,POST
hashtagEleksyon2022 As of 417 am May 12 2022 Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9835 via,5/12/2022,POST
Totoo ba Lamang si Leni sa manual count ng ppcrv hashtagEleksyon2022,5/12/2022,POST
Election is around the corner Lives will be lost Lies will be told Another old weakling would take the seat I pray for a better Nigeria hashtagVotewisely hashtagEleksyon2022 hashtagVotewisely,5/12/2022,POST
hashtagEleksyon2022 As of 402 am May 12 2022 Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9835 via,5/12/2022,POST
hashtagEleksyon2022 As of 347 am May 12 2022 Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9835 via,5/12/2022,POST
To those still hurting The Lord bless you and keep you The Lord let his face shine upon you and be gracious to you The Lord look upon you kindly and give you peace hashtagEleksyon2022,5/12/2022,POST
MGA BATANG UHUGIN SA TWITTER MAHILIG PANGUNAHAN ANG DI PA NAGAGANAP hashtagEleksyon2022,5/12/2022,POST
No judgement I wont glorify hashtagBBM for the good deeds of his father or family nor hate him for the bad ones they did Hes not himthem I shall give him the benefit of the doubt God bless our new President leaders God bless the Philippines hashtagEleksyon2022 hashtagElections2022 hashtagRAIStories,5/12/2022,POST
A wise woman once saidhashtagElection2022PH hashtagEleksyon2022,5/12/2022,POST
This is the domino effect I suggest that hashtagPPCRV should check the machine Kung walang nakikita mismo da mga code or receipt all because nakaprogram na bago pa mag election Kung transparent sila pahintulutan nila mga technicians to check on it hashtagEleksyon2022 hashtagNAKAKAHIYAKAYO,5/12/2022,POST
At the Sangguniang Panlalawigan Session Hall for the Proclamation of winners of Provincial Governor Vice Governor and Board Members Governor Jim Hataman Salliman and Vice Gov Yusop Alano won by a landslide and will serve for their third and last term until 2025 hashtagEleksyon2022,5/12/2022,POST
14M 675M voters 20 made the right decision hashtagEleksyon2022,5/12/2022,POST
I just finished watching The Kingsmaker It is a documentary focusing on the before during and after the martial law and all I can say is that were in deep shit now because not only Marcos has claimed the seat but also Duterte God bless us all hashtaghalalanspace hashtagEleksyon2022,5/12/2022,POST
Hello guys PPCRV needs volunteers for May 16 to 20 Check their post here hashtagEleksyon2022,5/12/2022,POST
hashtagEleksyon2022 As of 102am May 12 2022 Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9834 via,5/12/2022,POST
People who are celebrating the win is happy about the candidate and not the hashtagPhilippines History can never be changed no matter how much you try He his family and cohorts will forever be tainted The whole world knows hashtagEleksyon2022,5/12/2022,POST
Let me educate you hashtagIncomingDepEdSecretary hashtagVPSaraDuterte hashtagElection2022PH hashtagEleksyon2022,5/12/2022,POST
Madumi pa rin ang kuko for LeniKiko 🌸 💚 Uy pero seryoso nakailang ligo at hugas kamay na ito alive and well pa din 😆 hashtagFirstTimeVoter hashtagEleksyon2022,5/12/2022,POST
hashtagEleksyon2022 hashtagVotePH hashtagLeniKikoAllTheWay2022 hashtagLeniLiwanagSaDilim hashtagLeniForPresident2022 Walk the talk Leni Lutang 🤣 🤣 🤣,5/12/2022,POST
Read Dr Ted Herbosas stament against UP Regent He is the former Executive Vice President of UP hashtagSuspendClassesNowUP hashtagEleksyon2022 hashtagElection2022PH hashtagElectionAftermath,5/12/2022,POST
hashtagEleksyon2022 As of 1247am May 12 2022 Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9834 via,5/12/2022,POST
hashtagEleksyon2022 As of 1232am May 12 2022 Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9834 via,5/12/2022,POST
This hashtagEleksyon2022 I won was able to refrain myself from posting mean commentsmemes Informative but didnt pressure anyone else of their choicedidnt laughed at their choices havent ruined relationship over differences,5/12/2022,POST
Talk about Bagong Lipunan 😬 😬 😬 hashtagEleksyon2022 hashtagcringe 😒 😒 😒,5/12/2022,POST
hashtagEleksyon2022 As of 1217 am May 12 2022 Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9834 via,5/12/2022,POST
The Philippines are so doomed martial law daw uli pls skull voting marcos just to mock leni and other candidates elementary behavior hashtagElection2022PH hashtagEleksyon2022,5/12/2022,POST
BBM lang sakalam ✌️ 👊 ♥️ 💚 hashtagEleksyon2022 hashtagBBM hashtagBagsakBuhayLahat,5/12/2022,POST
hashtagEleksyon2022 As of 1202 am May 12 2022 Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9834 via,5/12/2022,POST
Sa class nga kahit grade school pa lang pag ilang beses kang absent lalo na pag may activities 0 ka or babagsak tapos ang laging magaling is yung palaging present active at nagrrecite Bakit mas mataas pa standards natin sa mga grade schooler kaysa sa president hashtagEleksyon2022,5/12/2022,POST
Me watching news on Robin Padillas proclamation as a senator hashtagEleksyon2022,5/12/2022,POST
It is a critical period now achieving a peaceful transition from one admin to another so dont be sucked in with so many conspiracy theories coming out left and right This will be a measure of the stability of our democratic institutions hashtagEleksyon2022 hashtagBilangPilipino2022,5/12/2022,POST
Convo ng kuya ko bbm with my lolo kakampink Kuya Anong masasabi mo results ng botohan pa noni Lolo Wala akong masabi sana lang hindi siya gumaya sa tatay niya Naiiyak na lang ako Sana nga mali kami please prove us wrong God bless this nation indeed hashtagEleksyon2022,5/12/2022,POST
May i know what would happen if the results on PPCRV manual counting is not match on the counts from the VCMs of COMELEC hashtagEleksyon2022 hashtagExtendVotingHoursPH,5/12/2022,POST
All we ever wanted was to have a clean and safe election The volunteers in UST for PPCRV are doing their jobs Let us patiently wait and express our gratitude towards them hashtagBantayBoto2022 hashtagEleksyon2022,5/12/2022,POST
THANK YOU SO MUCH ELECTION 2022 hashtagEleksyon2022,5/12/2022,POST
hashtagEleksyon2022 As of 1132 pm Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9834 via,5/11/2022,POST
Papatak po Para makapunta ako sa liwasan at sumama sa mga susunod pang pag kilos 🙂 🖤 hashtagMarcosDuwag hashtagCOMELECpalpak hashtagCOMELECPANAGUTIN hashtagEleksyon2022,5/11/2022,POST
Hindi ako panatiko ni Leni Robredo isa lamang ako sa milyonmilyong Pilipino na naghahangad ng malinis na gobyerno hashtagEleksyon2022 hashtagHesTory hashtagKabataanTayoAngPagasa,5/11/2022,POST
they are treating the Philippines as some kind of game they just want to play with hashtagEleksyon2022 hashtagElections2022,5/11/2022,POST
Nagbigay ng pahayag si presidential frontrunner Bongbong Marcos ngayong araw May 11 2022 Bisitahin ang para sa iba pang updates tungkol sa hashtagEleksyon2022,5/11/2022,POST
Remember when we were ashamed of our generation Being that toxic bunch who uses social media to bring each other down There are still glimpses of that but I am allin when I say I am proud to be part of the youth The youth who colored the country pink hashtagEleksyon2022,5/11/2022,POST
hashtagEleksyon2022 As of 1117 pm Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9834 via,5/11/2022,POST
Bakit naman ako matatakot sa martial law As long as I am a lawabiding citizen I have nothing to be afraid of ✌️ 👊 hashtagEleksyon2022 hashtagBBMIsMyPresident2022 hashtagBBMSaraUNITEAM,5/11/2022,POST
hashtagEleksyon2022 As of 1102 pm Narito ang partial unofficial results ng presidential vice presidential at senatorial race mula sa COMELEC Transparency Media server Total ERs processed 9834 via,5/11/2022,POST
Bago makalimutan its the first hashtagKakamPinkWednesdays pala after hashtagHalalan2022 hashtagEleksyon2022 Wala lang kamiss lang 😅 Not the ending na we expected Hugs to all 💝 Philippines hashtag10RobredoForPresident hashtagLeniLiwanagSaDilim hashtagIpana7oNa10ParaSaLahat hashtagAngatBuhayLahat,5/11/2022,POST
Buti pa mga ibang lahi and bansa alam nilang nanalo si kasi sila talaga ung BINOTO and PINILI ng 31M plus FILIPINO trolls daw according to hashtagkakampinks hashtagEleksyon2022 hashtagHALALAN2022 hashtagUniteamBBMSara2022,5/11/2022,POST
IM CURRENTLY VOLUNTEERING HERE AT PPCRV NEED PO NG VOLUNTEERS CALL UR FRIENDS MAGPUNTA NA PO RITO AT TUMINDIG hashtagEleksyon2022,5/11/2022,POST
I dont want to overthink pero the boxes containing the ERs are mostly cartons Hindi pa rin ako panatag na protektado ang boto ko at ang boto ng sambayanan Why didnt COMELEC provide tamperproof boxes hashtagPPCRV2022 hashtagPPCRV hashtagEleksyon2022 hashtagHALALAN2022,5/11/2022,POST
i had the time of my life fighting dragons with you hashtagEleksyon2022,5/11/2022,POST
The prize of democracy In an election there will be a winner and a loser And if some1 challenges that then heshe is challenging the constitution IMO if a group wants a certain ideal or person when majority does not agree would it not be dictatorship hashtagEleksyon2022,5/11/2022,POST
History has been made in the City of Manila Doktora Honey Lacuna has been proclaimed as Mayorelect of the nations capital on Wednesday May 11 Lacuna is the first female Mayor of the City of Manila in 450 years hashtagEleksyon2022,5/11/2022,POST
Uy si Manny Pacquiao LUMAMBOT na hashtagEleksyon2022,5/11/2022,POST
Mga bbmsara supporters sa tiktok Umiiyak kunware kase natalo si lugaw 🤣 Lakas mangasar 😝 Deserved 🤪 hashtagEleksyon2022 hashtagBBMSARA2022,5/11/2022,POST
