Tweets,Date,Username,Number of Retweets,Number of Likes
"Vote for the better beyond what we have and beyond what we have tolerated!

#Halalan2022
#ArtistsForHumanRights",5/4/2022,"makomicropress
·",27,38
"For a more comprehensive timeline leading to this year's national election, here is the following.

A little reminder to all Filipino voters: choose the right leader who will make our country a more suitable place for all generations. 

#Halalan2022
#2022NationalElections",5/4/2022,"ThePUPCSSC
",7,8
"Ret. Gen. Guillermo Eleazar could finish well beyond expectations courtesy of this endorsement. He could finish at the 15th or 16th spot, but winning is a long reach.

Among the top 12, Sen. Hontiveros is the most vulnerable.

#Halalan2022",5/4/2022,"halalan2k22
·",2,9
"Getting ready for the V-Day! 

#BBMIsMyPresident2022 
#SARAIsMyVP2022 
#BBMSaraUNITEAM 
#Halalan2022 

🇵🇭❤️💚🇵🇭❤️💚🇵🇭❤️💚",5/4/2022,"Raisondeverite
",2,20
"Samedt, guys. Samedt.
 
#KFiesta #KFiestaLeniKiko #LeniKiko2022 #Halalan2022 #Kpodcasters4LeniKiko 
@KPOPSTANS4LENI
 
@happeehour
 
@KringKim",5/4/2022,"thekingdompodph",5,7
"Our Powerhouse Senators 
@ChelDiokno
 and 
@risahontiveros
 #Halalan2022",5/4/2022,"ninangrosie
",2,22
"another ebarg experience (FTS of VCM)🫣 thanks for the trust, PPCRV-Indang 💙🤍 

5 days before #Halalan2022, doon na tayo sa #MakaPilipinas 🫶🏻",5/4/2022,"deynrah
",0,8
"
Simulan Natin 2022
@SimulanNatin22
·
May 4, 2022
SIMULA NA NG EXCITING PART!! ✨

Simulan Natin 2022, in partnership with Google Developer Student Clubs Loyola, is proud to announce the launch of its website: https://simulannatin2022.com

#SimulanNatin2022 #Halalan2022 #GoodGovPH",5/4/2022,"SimulanNatin22
",6,6
"𝗨𝗻𝘁𝗶𝗹 𝘁𝗵𝗲 𝗡𝗶𝗻𝘁𝗵 | Question 1

What problems faced by our nation's youth today would you want the next set of officials to address?

Comment your answers below!

#ALMSCSUAndrews
#VitamImpendereVero
#UntilTheNinth
#Halalan2022",5/4/2022,"almscsuandrews
",2,6
"This May 9, we call upon all Griffins to vote for leaders that would be ASSETS to the country and not liabilities.

Ito ang #PanataNgACC ngayong #Halalan2022 ",5/3/2022,"AdDU_ASSETS
",2,9
"hii, filo moots who are active voters! election day is fast approaching and im here to share my list for May 9!!

for the partylist... i will only choose between 67 GABRIELA 🌸 or 154 ANAKPAWIS 👨‍🌾🚣 

#Halalan2022",5/3/2022,"anne_yeongrv
",1,6
"In the name of transparency, honesty, and verifiable evidence of competent leadership, we— future forensic scientists stand with the TRUTH! 🔍🌷💗💚  

#LeniKiko2022
#IpanaloNa10ParaSaLahat
#ForensicScientistsForLeniKiko
#Halalan2022",5/4/2022,"asdfghjoeyyy
",0,13
Real talk lang. Catch y'all later. #Halalan2022,5/4/2022,"ariesarugay
",5,82
Last stretch! We got this! Up and about this early! #Halalan2022,5/4/2022,"_LittleRedShoe
",1,9
"omg, this looks like a s/u/icid/e note. if anyone knows him, pls take care of him. but also, he said nothing but the truth. ipanalo naman natin yung bansa natin. tama na sa pulpolitika #PHVote  #Halalan2022",5/4/2022,"taylorevermore_
",8,17
"Anyone else who can't concentrate well at work or anything due to #election #anxiety? Keeping my fingers crossed for the best outcome on the 9th!!!!🤞🙏🇵🇭🗳️ 

#VotePH #Halalan2022 #PHVote",5/4/2022,"MarkDaza_
",1,26
"We stand for a leadership that will be with us in preserving and protecting our environment. 

#Halalan2022 
#PanataNgAtenista
#PanataNgNSM",5/4/2022,"AdDU_NSMSEC
",1,6
"Participate in Monday's elections. For us.

Vote for Us.

http://voteforus.org.ph

#VoteForUs #VoteForUsPH #NAMFREL #BantayNgBayan #2022NLE #Halalan2022 #Eleksyon2022",5/4/2022,"VoteForUsPH
",3,2
"
Wilson Chua
@wilsonchua
·
May 5, 2022
Presidential candidates' social engagement scores as of May 4, 2022 #PHVote2022 #Halalan2022 #halalan2022 #VotePH #OurVoteOurFuture #WeDecide #BilangPilipino2022
#FactsFirstPH  #PilipinasDebates2022",5/5/2022,"wilsonchua
",2,17
"My Fact #22 states that since 2010,all Senate bets who eventually won the election have landed within the Top 20 of pre-election surveys in the 4th Quarter of the calendar year before the election.

The latest Pulse Asia result appears to be continuing the trend.

#Halalan2022",5/4/2022,"DetectiveMask
",2,4
Last 6 days before #Halalan2022 . I hope we could all vote wisely because I can't afford to waste another 6 years full of bad governance and oppression. We have a chance. Sana gumising na tayo. Para sa'yo at sa pamilya mo.🙏,5/3/2022,"jesscares_
",0,5
"As I mentioned before, there are way more candidates right now who have very high awareness ratings (90+), in contrast to previous elections. As such, they tend to hog the Top 20 slots and give guys like Diokno,  Eleazar, and even Gadon no space to catch up.

#Halalan2022",5/4/2022,"DetectiveMask
",2,5
"Even after #Halalan2022, wearing PINK will always be a statement. 🌸Salamat sa lahat ng patuloy na tumitindig. #LeniKikoAllTheWay #IpanaloNa10Ito",5/4/2022,"iAmChino69
",2,18
"5 days before #Halalan2022 #Election2022

In 1955, President Ramon Magsaysay urged all voters to exercise their right to vote. To this day, Magsaysay's midterm #elections performance remains to be matched: all 8 Nacionalista candidates won seats in the Senate.

#FilipinoHistorian",5/4/2022,"historyphils
",0,3
"Isko blasts Robredo supporters over sharing of his old sexy photo 
#Halalan2022",5/4/2022,"ABSCBNNews
",21,29
"Four days left in #Kampanya2022 ... expect more condescending & foul remarks from supporters of candidates.

This is how we are now, peeps. Don't be or even act surprised. This has been evolving since 40 years ago.

Welcome to PH damaged political culture.

#Halalan2022 
@COMELEC",5/4/2022,"limbertqc
",2,8
"so glad to see my facebook timeline in pink and green, people changing #LeniKiko2022 frames for the upcoming #Halalan2022 on monday! 🌷 i can feel it already!!!! philippines is about to change in just a matter of days; leaders with conviction, courage, and strong vision. ✨🫶🏼",5/4/2022,"everydayrobsten
",2,7
My anxiety caused by #Halalan2022 is running high I haven't been sleeping well for more than a week now and I probably won't be able to until May 9 or forever depending on the outcome of the election,5/4/2022,"jasonhaw_
",0,39
"When you’re put in the situation where you have to make the biggest shot of your life, you gotta make it count right? God bless the Philippines. Praying for an honest and peaceful elections. #Halalan2022",5/4/2022,"migsbustos
",2,32
"Kung sino man ang iboto natin, go lang, right natin yun. No one can take that away from us. Pero sana, ang boto natin, mas pahalagahan, pagisipan and put it to the highest value. Now more than ever. #Halalan2022",5/4/2022,"migsbustos
",4,42
"3rd Day of world tour of global media interviews. Today, its the US, Japan, and Australia. #Halalan2022",5/4/2022,"ariesarugay
",0,18
"Few days away from the national elections, the Accountancy Cluster calls on all Griffins and the Filipino people to champion Government Accountability and Transparency by electing the right leaders as we shade our ballots come May 9 🗳

Ito ang #PanataNgACC ngayong #Halalan2022 ",5/3/2022,"addusamahan
",2,4
"Fireworks display caps BBM-Sara UniTeam miting de avance in Guimbal, Iloilo (May 3), as the orchestral version of Marcos’ main campaign theme, ‘Umagang Kay Ganda,’ is played. 
#Halalan2022",5/4/2022,"InaReformina
",7,40
"Senatorial bets supporting Robredo-Pangilinan thank Leody, Walden Bello #Halalan2022",5/5/2022,"ABSCBNNews
",13,194
"Less than a week before #Halalan2022, Aksyon Demokratiko presidential bet 
@IskoMoreno
 returns to Mambaling, Cebu.

The Manila Mayor flew here in 2021 to donate P10,000 to each of the village’s nearly 1,000 families who lost their homes to a fire in November.",5/4/2022,"_katrinadomingo",18,42
"Just voted. 

Remember to vote with your conscience. Your ballot is sacred. Nobody's gonna know who you voted for unless you tell them. #halalan2022",5/3/2022,"prinzmagtulis
",0,33
Melencio disregards the latest Pulse Asia survey saying it favors the late dictator’s son Ferdinand “Bongbong” Marcos Jr. and not the battle cry of the Filipino people. #Halalan2022,5/4/2022,"ABSCBNNews
",3,9
"Soaked in the rain, #Kakampinks in Baguio City chanted “Awan ti Solid North,” which means “There is no Solid North” in Ilocano. #Halalan2022 
@lenirobredo

@kikopangilinan",5/4/2022,"YahooPH
",2,8
"NAMFREL Abra observed the delivery of machines and election paraphernalia on May 4 in Bangued, Abra.

Sign up as a NAMFREL volunteer: https://namfrel.org.ph

#NAMFREL #BantayNgBayan #2022NLE #Halalan2022 #Eleksyon2022",5/4/2022,"Namfrel
",24,73
"As the Filipino heads to the polls to choose another president, the Collegian looks back on how he sought to realize his promises in 2016 and what kind of legacy he was able to etch out while reveling in power for six years. #Halalan2022",5/4/2022,"phkule",6,6
"Vice presidential aspirant 
@WaldenBello
 highlights their grassroots approach in campaigning which he thinks will compel people to vote for them. #Halalan2022",5/4/2022,"ABSCBNNews
",2,7
"The next administration will inherit a housing shortage of 6.7M units, which 
@KadamayNtnl
 said can only be curbed if the candidate who has a comprehensive plan to provide low-cost shelters to all poor families will win #Halalan2022. 

#StandWithThePoor",5/4/2022,"phkule
",10,9
"First-time QC congressional bets Arjo Atayde, Ralph Tulfo lead miting de avances #Halalan2022",5/5/2022,"ABSCBNNews",6,12
"who has the most comprehensive and promising vision for students, teachers, and the academe? 🎓 #Halalan2022 #OurVoteOurFuture",5/4/2022,"scoutmagph
",3,8
"NAMFREL Rizal observed the delivery of paraphernalia and Final Testing and Sealing (FTS) of vote counting machines on May 3 in Cardona, Rizal.

Sign up as a NAMFREL volunteer: https://namfrel.org.ph

#NAMFREL #BantayNgBayan #2022NLE #Halalan2022 #Eleksyon2022",5/4/2022,"Namfrel
",5,4
"One of many vile threats this week, reported to Meta / Facebook  #defendpressfreedom #Halalan2022",5/1/2022,"Howardrjohnson
",379,1543
"May 9 2022.
Payback time.

🇵🇭✌️♥️💚👊

#Halalan2022",5/1/2022,"DontMePlease3
",4,29
"Message for this week: 

#Halalan2022",5/6/2022,_rainbowfighter,22,76
From my mentor. Fellow kakampinks focus tayo sa goal!  #Ipana10NatinParaSaLahat  #Mayo 9  #Halalan2022,5/5/2022,EjBulilan,76,199
"LOOK: Thousands of Mindanaoans show their love and support to the BBM-SARA tandem's Miting De Avance in the region.

#PartidoFederalngPilipinas
#Halalan2022",5/5/2022,PartidoFederalP,59,162
"LOOK: Aerial shot of VP 
@lenirobredo
's Liyag Grand Rally in Prosperidad, Agusan del Sur

Supporters filled the Datu Lipus Makapandong Cultural Center, four days before the elections. #Halalan2022 
| via 
@JervisManahan",5/5/2022,ABSCBNNews,436,3871
Make this trend! It's not negative campaigning. Someone spits the fact. #LeniKikoAllTheWay #Halalan2022,5/5/2022,"wil911398",6,12
The only man for the job is a WOMAN! #Halalan2022,5/5/2022,rhujineu___,0,5
Gentle reminder. #Halalan2022,5/5/2022,phpgtwit,6,18
"ate invisible dreamer, while it is completely understandable na sobrang nerve-racking ng debate, sobrang helpful rin niya kasi malalaman mo how someone, na gustong maging ""leader"" ng bansang to, can speak and gracefully answer questions under time pressure.

#HALALAN2022",5/5/2022,suhosubo,5,12
"WATCH: Yeng Constantino shares the stage at the Agusan del Sur rally with one of her fans and a supporter of VP Leni Robredo in singing her hit love song “Ikaw.” #Halalan2022 | via 
@wenacos",5/5/2022,ABSCBNNews,72,569
"COINCIDENCE?  Hmmm... 🤔

#Destiny
#PHVote
#Halalan2022 
#Eleksyon2022 
#BBMSARA2022 
#BBMFORPRESIDENT2022 
#SaraDuterte",5/6/2022,Knightmare415,5,8
"Someone dmed me these photos and I wanna share here in stan account for awareness. I stand corrected if somehow this post is misleading.

#halalan2022",5/5/2022,@zayn_ellastic,2,5
"you don’t trust reporters and news companies yet you believe a facebook post and a tiktok video?

Open the schools. Study again. You need help. 

#Halalan2022",5/5/2022,@myoseungz,31,134
"Replying to 
@EnzoDeBorja
Although Robredo may not visit all 81 provinces during the campaign, she would still be far ahead of the other presidential candidates.

Provinces visited (from 8 Feb 2022 to 5 May 2022)
Robredo: 64
Moreno: 47
Lacson: 45
Marcos: 43
Pacquiao: 32
De Guzman: 15

#Halalan2022",5/5/2022,@EnzoDeBorja,30,131
"Good night, guys! Salamat sa lahat. Continue praying for an honest and peaceful #Halalan2022 !

#Ipana7oNa10ParaSaLahat #LeniKikoParaSaLahat",5/5/2022,@HelloMy2ndAcct,2,24
"#DongYan giving us this vibes: Tell me you’re endorsing Leni Robredo without telling me you are endorsing Leni Robredo.

RADIKAL  x  ANGAT   🇵🇭✨💗

#LeniKiko2022 #Halalan2022 #ipana7ona10toparasalahat #LiyagParaKayLeni #LetLeniLead",5/6/2022,@jamesrhed,1,7
"❤️🙏 I am continuously praying for a safe and sound election on May 9, 2022.

#Your6YearsIsOur6Years
#BotoParaSaBayan
#Halalan2022",5/5/2022,@Scarlet_Rose017,9,20
"Foreigners remember real history. Don’t say that they have multi-$million contracts so they can’t just pull out of PH. ❌

⚠️ Foreign companies have paid & will pay $millions to get out of business deals that are against their company principles.

#Halalan2022  #VoteForPHfuture",5/6/2022,@AnnaGreenGable,5,12
"Last year, we started with a question: Where is rhetoric in the #Halalan2022? After 7 episodes of  #PersuasionAndThePolls, we conclude tomorrow as we share the answers to this question. See you tomorrow, 4pm live at 
@UPDscta
 FB page. 🇵🇭

@otserquina
 
@tinemagpayo
 
@marvinolaes",5/5/2022,@charleserize,8,15
appreciate our local musicians using their voices and platforms to encourage their massive fanbases to make a stand and vote for a better tomorrow #Halalan2022,5/5/2022,@misscamelle_,236,591
"VP 
@lenirobredo
 faces thousands of supporters in Prosperidad, Agusan del Sur. She gets local endorsement in the province, and was introduced by Cong. Eddiebong Plaza.

#Halalan2022 | via 
@JervisManahan",5/5/2022,@ABSCBNNews,155,"2,181"
"Matalo manalo may inuman next week!!! #Halalan2022",5/5/2022,@adi_gajigan,0,9
"Here is an update to my graphic for the Pulse Asia numbers from 2004-2022.

I'm going to leave it up to you to process this. Make sure that when the votes come in and a winner is declared, you've prepared yourself mentally and emotionally for what may happen.

#Halalan2022",5/5/2022,@DetectiveMask,2,7
"WHAT VIBE DO I GIVE OFF MAKABAYAN CANDIDATES EDITION 😌✨🔥

Get 2 know ur #MakabayangPagbabago2022 candidates this coming May 9 elections! 💖

One dot, & u'll know ur kapalaran 👐 este we'll say who do we think u r 🧐

#LabCoSaSenado
#141BayanMuna
#LeniKiko2022
#Halalan2022",5/5/2022,@katribu_natl,93,231
"This #Halalan2022 let our votes be more than a simple shade of the ballot, but the first ink towards real & lasting change.

As one Dragon Community, we stand with every Filipino in pursuit of the good governance our country deserves.

Ito ang #PanataNgSS 💗🇵🇭",5/5/2022,@ADDU_SS,47,67
"LOOK: Aerial shot of VP 
@lenirobredo
's Liyag Grand Rally in Prosperidad, Agusan del Sur. 

Supporters filled the Datu Lipus Makapandong Cultural Center, four days before the elections. #Halalan2022 

@ABSCBNNews",5/12/2022,@JervisManahan,107,569
"4️⃣ days to go before May 9️⃣ Elections!🗳 

Check out  http://votepilipinas.com
 and review 🧐 all the data related to your candidates. 

We are gently reminding you all once again to vote wisely ✊🏻 because the gravity of your votes really matter in the coming years.📊

#Halalan2022",5/5/2022,@nul_psychsoc,1,2
thread of senatoriables we should vote for #Halalan2022 #TenSevenSpace,5/5/2022,@00lightyearz,9,30
"I think this is because the penalties for the estate taxes are not yet final, meaning subject pa siya to reconciliation.

23 billion kasi yung estate taxes talaga
the additional 180 billion is for the penalties due to the delay in payment 

#Halalan2022 
@francescatomg",5/5/2022,@montowlover,10,29
Flew in to DC to vote. Good to see some kababayans during these uncertain times 🇵🇭 #Halalan2022,5/6/2022,@jadz,0,5
"The reason why I'm pessimistic is because I don't want to feel any kind of despair and depression on May 9 anymore.

I already felt that in November 2016, when Trump won and became the world's most powerful leader. It was not a nice feeling at all.

#Halalan2022",5/5/2022,@DetectiveMask,5,29
"Please educate your children on what's happening right now. Upcoming big changes are coming. 

It is important that the children are well-informed. Wag po nten sayangin effort ni PRRD

MARCOS DUTERTE TAYO #UniTeamMindanao
#SalamatINC #Halalan2022
",5/5/2022,@MingMing09999,12,33
"Yes, it's very evident that #LeniKiko2022 has a lot of supporters based on socmed and petitions/statements...hopefully, those numbers would reflect on May 9th. Let's all go out and vote. Let's make our votes be counted. The real battle is on May 9 and onwards. #Halalan2022
",5/6/2022,@PPopsupporter,2,4
3 days na lang to #Halalan2022 Sleep well the next couple of days dahil malapit na walang tulugan! IPANALO ANG BBMSARA #BBMSaraUNITEAM #BBMFORPRESIDENT2022,5/6/2022,@nia_6js,2,6
"Remember to vote for Risa Hontiveros and Luke Espiritu. They are both pro divorce and they are for decriminalizing abortion. 

tagging @francescatomg 
@Pussydrawer
 din :)

#HALALAN2022",5/5/2022,@neoheromails,15,56
"While we were at a drive thru, a kid selling tangerine fruit gave us this flag for free.

This made me even more motivated to vote for the right leaders, ones who can make drastic changes and not just band-aid solutions.
#Halalan2022",5/6/2022,@cabanyaray,0,5
"LOOK: Statement of solidarity of the Caceres clergy for #LeniRobredo and #KikoPangilinan 

#Halalan2022 #Eleksyon2022 #Elections2022",5/5/2022,@cbcpnews,17,66
"I don't know where many Kakampinks are getting their optimism about Monday.

I have a feeling many of them haven't really digested the lessons of 2019, or never even consumed it in the first place.

#Halalan2022",5/5/2022,@DetectiveMask,14,30
"For those who missed it last night, here's the no-holds-barred interview with Christian about political ""analysts"". No bs, real talk lang. #Halalan2022 #MgaAbonadongPoliticalAnalystParaSaBayan",6/5/2022,@ariesarugay,23,91
"adding to leni's stand on divorce, in the jessica soho interview, she answered ""at this point, no."" this shows how she is open to the topic like said a while ago. also, she's opting to improve the family code first, or the annulment process + #HALALAN2022 https://twitter.com/i/spaces/1YqGopgEbOXJv
",5/5/2022,@jsmisfits,2,6
"Self-righteousness is why Leni and supporters will fail in the #Halalan2022. They think they are in God’s favor and superior to all others.

Remember: God condemned the Pharisees.
",5/6/2022,@carm68lu,20,67
"Let us fight for the welfare and rights of our medical frontliners! 

#PanataNgSON #Halalan2022 🇵🇭 #PanataNgAtenista 💙",5/5/2022,@migsetroc,1,2
"VP Race of 2016: Two visuals showing the regions with the largest votes, and by candidates. The bar chart omitted the votes of the other candidates that are not running now for President.#PHVote2022 #Halalan2022  #VotePH #OurVoteOurFuture #WeDecide #BilangPilipino2022",5/6/2022,@wilsonchua,3,35
"VP 
@lenirobredo
 faces thousands of supporters in Prosperidad, Agusan del Sur. She gets local endorsement in the province, and was introduced by Cong. Eddiebong Plaza.

#Halalan2022 
@ABSCBNNews",5/5/2022,@JervisManahan,93,677
"OMG! Nikki Coseteng chose violence today! 🍵🍵🍵
#Halalan2022 
#Eleksyon2022 
#LetLeniKikoLead 
#AngatBuhayLahat 
#Ipana7oNa10ParaSaLahat",5/6/2022,@dhumzkie8,2,4
"Temporarily changed my layout (recolored my icon and a little of my header, also added a flower to my icon) to show my support for 
@lenirobredo
. 🌷

#KulayRosasAngBukas #LetLeniKikoLead #LetLeniLead2022 #Halalan2022",5/5/2022,@itsspacelab,0,30
"Replying to 
@biancadava
LOOK: Members of the deaf community are among those who attended Aksyon Demokratiko’s grand rally in Tacloban City on Thursday night. #Halalan2022 
@ABSCBNNews
",5/5/2022,@biancadava,9,24
"Hello! Please follow this thread for the DMs that we received re: #HALALAN2022 who weren't able to speak. We will post anonymously. If you want to reply, please quote retweet and tweet the hashtag just in case.",5/5/2022,@BLCK_LegendZero,0,2
"Sorry to other people who DMed me po, we cannot accommodate na since we are ending the space soon but we'll tweet anonymously and we'll let people ponder and discern. #Halalan2022 
@francescaandh
 @francescatomg",5/5/2022,@BLCK_LegendZero,2,8
"Kodigo for #Halalan2022 !

#LeniKiko2022 
#GobyernongTapatAngatBuhayLahat 

Make your own ballot at http://kodigo.me",5/5/2022,@artsybeaver,1,12
"4 DAYS LEFT BEFORE ELECTION DAY! 📢‼️

A green guide to the presidentiables’ stances in urgently addressing the climate crisis.

Call for #ClimateAction through your vote!

#MarchForClimateLeadership
#NoToMarcosDuterte2022 
#Halalan2022 

✏️ Anjela and Yanna 
🎨 Anjela and Yanna",5/6/2022,@yacap_ncr,11,20
"nakakakilabot how bbm supporters and apologists treat these data as mere numbers, statistics. please remember that these numbers represent LIVES. some were mothers, fathers, children. human lives are not mere numbers. #NeverAgain #Halalan2022",5/5/2022,@lvrtzu,0,6
"But still, helping the people and the public is never defined by one's government positon. You can always help, you just need the will to do so. I mean, knowing the power and the money that he has, he could've done more.

#HALALAN2022

https://twitter.com/i/spaces/1YqGopgEbOXJv",5/5/2022,@hwang_ryujin4k,0,3
user f with the 👁️ space the best!! pinakapayapang space #HALALAN2022,5/5/2022,@jnkatharsis,1,3
"14.4M on Twitter, 17.9M on Instagram, and 18M on Facebook 👑

The Philippines’ MOST followed on social media posted this 4 days bago ang #Halalan2022  🇵🇭

Napakalaking bagay ng pagtindig mo, 
@annecurtissmith
 🌸💖 
#MgaDyosaForLeni
#LuvAnneLeni",5/6/2022,@annecurtispls,4,22
"#IglesiaNiCristo ‘s “Obey and Never Complain” is practically a statement straight out of colonial rules of subjugation. Welcome to 2022 po.  We are free po, di na colonized. More reason not to listen to these men. 

#LetLeniKikoLead #LeniKiko2022 #halalan2022 #LeniLiwanagSaDilim
",5/5/2022,@BinoARealuyo,0,6
"Cebu clergy holds mass for Robredo-Pangilinan tandem 

#Halalan2022",5/5/2022,@ABSCBNNews,36,499
"Priests back Leni Robredo in high stakes election campaign 
#Halalan2022",5/5/2022,@ABSCBNNews,47,489
"we shouldn't have embodied in ourselves the “ang kabataan ang ating kinabukasan” motto if you think we're amateur for choosing who we are choosing right now. thank you for enlightening us with that. 

#PoliTalks #Halalan2022",5/5/2022,@neocurvetech,0,3
"agreed, a good and true leader is open to discourse.
a leader who speaks, encourages, and takes action.
a leader who isn't afraid of criticisms thrown at them by the people and actually listens.

#Halalan2022
",5/5/2022,@ttokidobbi,0,8
"other than the fact that this is the ugliest fucking flyer i’ve ever seen in my LIFE, napakarumi ng taktika na ito. grabe, ang baba na ng galawan.

but this also shows a tell: threatened na sila.

#Halalan2022 #NoToRedTagging",5/6/2022,@panghahawakan,0,8
"With two partylists seeking to represent the youth in #Halalan2022, TNP reviews the track record of their candidates to help you decide who is better fit to be your voice in the House of Representatives.

READ: https://tinigngplaridel.net/2022/youthrep2022/
",5/5/2022,@tinigngplaridel,13,17
"hi guys instead of listening to clout chasers and people who are not willing to truly listen without disrespecting at the #bardagulan space, join the #Halalan2022 space instead ! super informational and nuanced yung conversation <3 

🌸🌷🎀

https://twitter.com/i/spaces/1YqGopgEbOXJv",5/5/2022,@mfal_00,3,1
"Presidential candidate Isko Moreno Domagoso caps his last campaign visit to the Visayas with a grand rally in Tacloban City.

Earlier today, he also held a campaign event in Sogod, Southern Leyte.

Our story for #TVPatrol, 050522. #Halalan2022",5/5/2022,@biancadava,7,14
"to bring you comfort guys lalo na sa inaatake ng anxiety, 5/6 na kakampink sa bahay and don’t worry sa isa, isinama namin sya sa last rally and she really enjoyed it. 🥺🌸 #Halalan2022",5/5/2022,@kuzokusunoki,0,5
"Vote according to conscience, Robredo urges voters 

#Halalan2022",5/5/2022,@ABSCBNNews,33,258
"Replying to 
@fatimagaw
3. The disinformation crisis in its infancy was dismissed as nuisance but it was actually the building blocks of massive political propaganda #Halalan2022
",5/5/2022,@fatimagaw,0,7
"Save and send this checklist to your family and friends. Make sure you don't miss these #Halalan2022 red flags.

#preenph #VotePH",5/5/2022,@preenph,9,15
"💬 To our fellow Filipino Hooligans, as the elections draw nearer on May 9th, please do remember that voting is not a matter of opinion. It is a matter of responsibility and informed decision. 

Tumindig para sa tama, it's a fight for a better Philippines, after all.
#Halalan2022",5/5/2022,@marschives,4,19
"LOOK: Presidential candidate Mayor 
@IskoMoreno
 Domagoso arrives at RTR Plaza in Tacloban City for Aksyon Demokratiko grand rally.

Domagoso takes pictures with his supporters. #Halalan2022 | via 
@biancadava",5/5/2022,@ABSCBNNews,12,29
"Top Agusan del Sur officials join Robredo in rally, as CARAGA support for Leni grows #Halalan2022",5/6/2022,@ABSCBNNews,21,233
"Replying to 
@JervisManahan
Agusan del Sur is pink.

Local officials raised the hand of VP 
@lenirobredo
 in tonight's Liyag rally. Organizers estimate the crowd at 70,000. #Halalan2022

@ABSCBNNews",5/5/2022,@JervisManahan,25,185
"Replying to 
@nujp
This elections, never forget those who voted against the renewal of ABS-CBN franchise.  

One them, Christian Unabia, is running for 6th district of Misamis Oriental.

#PressFreedomMatters #IbalikAngABSCBN #LabanKapamilya #Halalan2022",5/5/2022,@nujp,15,16
"Replying to 
@ABSCBNNews
Presidential candidate 
@IskoMoreno
 Domagoso, his #Halalan2022 slate cap their last campaign visit to the Visayas with a grand rally in Tacloban City.

They will hold their miting de avance in Tondo, where Isko launched his presidential bid, on Saturday, May 7. | via 
@biancadava",5/5/2022,@ABSCBNNews,3,7
"Regionwide Final Testing and Sealing today. 

#Halalan2022 #BumotoKa",5/6/2022,@mcpadaoan,4,13
"No ballots yet? Comelec urges voters abroad to go to Philippine embassy

#Halalan2022",5/5/2022,@ABSCBNNews,4,13
"Five days before #Halalan2022, Vice President Leni Robredo told the audience at her Dipolog City rally on Thursday to vote for candidates with a track record of public service, instead of relying on endorsements by local officials.",5/6/2022,@ABSCBNNews,35,256
"Replying to 
@nujp
This elections, never forget those who voted against the renewal of ABS-CBN franchise.  Some of them -- Jericho Nograles, Enrico Pineda, Yedda Romualdez, Allan Ty--are running for representatives of party list groups.#PressFreedomMatters #IbalikAngABSCBN #Halalan2022
",5/5/2022,@nujp,23,34
"Eight political parties supporting presidential candidate Ferdinand Marcos Jr. and vice-presidential aspirant Sara Duterte have issued a joint statement calling for honest, transparent, and orderly elections. #Halalan2022 | via 
@Leifbilly

https://politics.com.ph/8-political-parties-call-for-honest-orderly-elections/",5/5/2022,@Politiko_Ph,1,4
"Replying to 
@ABSCBNNews
LOOK: Domagoso takes stage, greets crowd with his “two joints” hand sign.

He then reads the placards prepared by his supporters in Tacloban City. #Halalan2022 | via 
@biancadava",5/5/2022,@ABSCBNNews,3,11
"The National Printing Office is transporting ballots to regional hubs ahead of election day. Here's a look at preparations underway for #Halalan2022.
",5/5/2022,@YahooPH,0,20
"Sheesh.  How entitled ! The son of the late dictator must not win.  Look at what he has done so far. #Halalan2022
Quote",5/5/2022,@momblogger,3,6
"The former senator said the administrations that followed the Marcos’ regime—which spanned from 1965 to 1986—did not ""pay much attention"" to write the “correct” history. #Halalan2022
",5/6/2022,@ABSCBNNews,18,51
"Duterte declares #Halalan2022 day as a special non-working holiday",5/5/2022,@ANCALERTS,6,17
"Volunteers from NAMFREL-KABALIKAT Bulacan observed the Final Testing and Sealing (FTS) of vote counting machines on May 5 in Calumpit, Bulacan.

Sign up as a NAMFREL volunteer: https://namfrel.org.ph


#NAMFREL #BantayNgBayan #2022NLE #Halalan2022 #Eleksyon2022",5/5/2022,@Namfrel,4,5
"
🇵🇭 A dictator's son and the current vice president are among the 10 candidates vying for the Philippines' next presidency.

Here’s what to know about the coming election in one of Asia's oldest democracies #Halalan2022",5/5/2022,@bbgoriginals,13,26
"Here's the quiz that 
@Sei_Salvador
 mentioned!

#FMATwitterHour #PHElection2022 #Halalan2022",5/5/2022,@FMA_PH,2,3
"The Commission on Elections claim it is ""all systems go"" for the May 9, 2022 National and Local Elections. #Halalan2022
",5/6/2022,@ABSCBNNews,4,13
"NAMFREL Agusan del Norte observed the delivery of machines and election paraphernalia on May 5 in Butuan City.

Sign up as a NAMFREL volunteer: https://namfrel.org.ph


#NAMFREL #BantayNgBayan #2022NLE #Halalan2022 #Eleksyon2022",5/5/2022,@Namfrel,3,3
"NAMFREL Pasay observed the Final Testing and Sealing (FTS) of vote counting machines on May 5 in Pasay City District 2.

Sign up as a NAMFREL volunteer: https://namfrel.org.ph


#NAMFREL #BantayNgBayan #2022NLE #Halalan2022 #Eleksyon2022",5/6/2022,@Namfrel,3,1
"Peaceful #Halalan2022 Lord 🙏🙏🙏
",5/6/2022,@luvhina_07,0,2
